"id","addresse","city","name","postal_code","phone_number"
1738,", La Haie Gautrais - Accès porte B","Bruz","BRUZ - Parc Expo Rennes Aéroport","35170","+33805690821"
1739,", Rue de l’Abbe Fenart","Ardres","Centre de vaccination - Commune Ardres, salle en étoile ","62610",NULL
1740,"12-14, Av Mal de Lattre de Tassigny","Marconne","Centre de vaccination - Mairie HESDIN, Maison des Jeunes et de la Culture","62140",NULL
1741,"14, Boulevard de la Paix","Auchel","Centre de vaccination - Commune AUCHEL, SALLE Mandela","62260","+33321647900"
1742,"75, Rue du General Leclerc","Auxi-le-Château","Centre de vaccination - MSP AUXI-LE-CHATEAU","62390",NULL
1743,"59, Grand Rue","Baralle","Centre de vaccination - Commune BARALLE, Salle des fêtes Henri Guéant","62860",NULL
1744,"5, Rue Gustave Marc","Veuzain-sur-Loire","Centre de vaccination éphémère de Veuzain sur Loire","41150",NULL
1747,"Espace culturel Jean Moulin, rue des écoles","Saint-Laurent-Nouan","Centre de vaccination éphémère de de Saint Laurent Nouan","41220",NULL
1748,"1, Rue de Blois","La Chapelle-Vendômoise","Centre de vaccination éphémère de La Chapelle Vendômoise","41330",NULL
1749,"Gymnase communautaire, Rue Jules Ladoumegue","Montoire-sur-le-Loir","Centre de vaccination éphémère de Montoire sur le Loir","41800",NULL
1750,"25, Rue de l'Agriculture","Mur-de-Sologne","Centre de vaccination éphémère de Mur de Sologne","41230",NULL
1751,"27, Rue de Candy","Bracieux","Centre de vaccination éphémère de Bracieux","41250",NULL
1752,"5, Rue Anatole France","Saint-Amand-Longpré","Centre de vaccination éphémère de St Armand Longpré","41310",NULL
1753,"40, Boulevard de la République","Salbris","Centre de vaccination de Salbris","41300",NULL
1754,"2, Rue Jean Jaurès","Aulnoye-Aymeries","Centre de vaccination - Maison de santé Aulnoye Aymeries","59620",NULL
1755,"10, Rue George Marcq","Bavay","Centre de vaccination - Maison médicale de Bavay","59570",NULL
1756,"1, Boulevard des Cites Unies","Lille","Centre de vaccination - Zénith de Lille ","59777",NULL
1757,", D10-Route de Velaux","Coudoux","Centre de secours de la basse vallée de l’Arc","13111","04 13 31 38 00"
1758,"164, Avenue de Courmayeur","Chamonix-Mont-Blanc","Chamonix ","74400","+33661390314"
1759,"18, Rue du Bosquet","Égletons","Centre de vaccination - Egletons","19300","05 55 93 99 91"
1760,"6, Avenue du Château","Lubersac","Centre de vaccination - Lubersac","19210",NULL
1761,"Groupement scolaire Michel Siriez, Place Charles de Gaulle","Objat","Centre de vaccination - Objat","19130",NULL
1762,"4, Rue du Vercors","Wittenheim","Centre de vaccination de Wittenheim - Complexe Léo Lagrange","68270","+33970818161"
1763,"125, Rue Théodore Deck","Guebwiller","Centre de vaccination de Guebwiller ","68500","+33970818161"
1764,"8, Bd Saint Rodolphe de Turenne","Beaulieu-sur-Dordogne","Centre de vaccination - Beaulieu sur Dordogne","19120","07 60 71 48 27 "
1765,"2, Impasse des Tilleuls","Corrèze","Centre de vaccination - Corrèze","19800",NULL
1766,", Rue Pierre de Coubertin","Ribeauvillé","Centre de vaccination de Ribeauvillé - Gymnase","68150","+33970818161"
1767,"4, Rue Jean Monnet","Carhaix-Plouguer","CARHAIX - Pépinière des entreprises","29270","+33257180061"
1768,", Bd Commandant Joseph Nicolas","Toulon","Centre Vaccination Toulon Ouest - ZENITH LIVE","83000","0800 808 083"
1769,", Rue Marcelle Drutel","Le Beausset","Centre Vaccination Le Beausset - Complexe sportif","83330",NULL
1770,"2, Place de la Mairie","Arette","Centre de Vaccination d'Arette","64570",NULL
1771,", Rue de Malouas","Combourg","COMBOURG - Espace Malouas","35270","0 800 009 110"
1772,"80, Rue de la Chaussiette","Condé-sur-l'Escaut","Centre de vaccination - Commune de Condé-sur-l'Escaut, MSP","59163",NULL
1773,"10, route de Patac","Gap","CENTRE DE VACCINATION MODULAIRE SDIS 05","05000","0800009110"
1774,"51, Rue Raymond Teisseire","Marseille","Centre de vaccination du Gymnase Teisseire (BMPM)","13009",NULL
1775,"1, La Morinière","Moncoutant-sur-Sèvre","Centre de vaccination de Moncoutant - CPTS du Bressuirais","79320","+33586303286"
1776,"8, Rue Conrad Adenauer","Rosny-sous-Bois","Centre de vaccination Rosny-sous-Bois (centre commercial Westfield-Rosny 2) ","93110","01 76 50 04 44"
1777,", Rue Pierre et Marie Curie","Mulhouse","Centre de vaccination mobile - Mulhouse Alsace Agglomération (M2A)","68200","+33970818161"
1779,"21, Place de l’Hotel de Ville","Vézelise","Site de vaccination de Vézelise","54330",NULL
1780,", Rue Jules Ferry","Neuves-Maisons","Centre de vaccination Neuves-Maisons - Mairie Salle Bernard Perrin","54230",NULL
1782,", Avenue du Docteur Bollet","Trévoux","L'Hôpital Nord-Ouest - Site de Trévoux","01600","+33474105018"
1785,", Chemin de la Prairie,","Varangéville","Centre de vaccination  Sel-et-Vermois - Salle du Chapitre à l’Espace Prieuré","54110",NULL
1786,", Rue Leonard Hippolyte Roger","Saint-Germain-du-Puy","Espace Nelson Mandela - Saint Germain Du Puy Centre éphémère","18390",NULL
1787,", Avenue du Léomont","Dombasle-sur-Meurthe","Centre de vaccination de Dombasle - Salle polyvalente","54110",NULL
1788,", Avenue du General de Gaulle","Longuyon","Centre de vaccination de Longuyon - Salle municipale Pierret","54260",NULL
1790,"57, Rue du Commerce","Jœuf","Centre de vaccination de Joeuf - Salle François de Curel","54240",NULL
1791,"7, Rue Clément Humbert","Jarny","Salle Jean Lurçat Jarny","54800",NULL
1793,"67, Route de Briey","Audun-le-Roman","Centre de vaccination de Audun-le-Roman  (salle Aragon)","54560",NULL
1794,", Rue Gambetta","Villerupt","Centre de vaccination de Villerupt - EPAHD Michel Dinet","54190",NULL
1795,"14, Rue Capitaine Guynemer","Nancy","Centre de vaccination de Nancy - Salle des fêtes de Gentilly","54100",NULL
1796,", Chemin de Montrichard","Pont-à-Mousson","Espace Montrichard","54700",NULL
1797,", Place du Marche aux Fruits","Condrieu","Centre de vaccination de Condrieu - Salle de l'Arbuel","69420","33423101010"
1798,"5 bis, Rue Elissacillo","Hendaye","Centre de vaccination COVID-19 Hendaye-Bidassoa","64700","+33559516199"
1799,", Quai du vert","Catus","MSP CATUS","46150","+33800541919"
1800,"130, impasse de la vignasse","Lalbenque","MSP Lalbenque","46230","+33 800 009 110"
1801,"2, Rue du Seignanx","Saint-Martin-de-Seignanx","Centre de vaccination de Saint Martin de Seignanx","40390",NULL
1802,"28, Avenue de Paris","Dormans","Centre de vaccination de DORMANS","51700","03 26 58 98 64"
1803,", Boulevard du Portalet - salle polyvalente de la Maison des Associations","Saint-Ambroix","Centre de vaccination St Ambroix de Cèze Cévennes","30500","0800541919"
1804,", Rue des Clairettes - Salle des Cigales","Bellegarde","Centre de vaccination COVID BELLEGARDE - TERRE D'ARGENCE","30127","0800009110"
1805,", Rue Pierre Méchain","Tergnier","Centre de vaccination - Centre de vie Jacques Desalangre","02700",NULL
1806,"137, Boulevard Clemenceau","Marcq-en-Barœul","Centre de vaccination - Hôpital Privé Le Bois, Hippodrome Marcq-en-Baroeul","59700",NULL
1807,"3, Rue Carnot","Montrichard Val de Cher","Montrichard CV éphémère","41400",NULL
1808,"3, Rue de la Poste","Droué","Droué Centre éphémère","41270",NULL
1810,"28, Route d’Orleans","Mer","Centre de vaccination - Espace culturel de Mer","41500","0 800 009 110"
1813,"30, Pl des Vieux Moulins","Yenne","Centre de vaccination COVID Ad Hoc de YENNE","73170",NULL
1817,"335, R Pre Soleil","Modane","Relai Ambulatoire de Vaccination - MODANE","73500",NULL
1818,"12 a, R de l’Industrie","Frontenex","Centre de vaccination COVID Ad Hoc de FRONTENEX","73460",NULL
1819,"65, Av du Docteur Chavent","Ugine","Centre de vaccination COVID Ad Hoc d'Ugine","73400",NULL
1820,"45, Pl Marcel Pagnol","La Bâthie","Centre de vaccination COVID Ad Hoc de La Bâthie","73540",NULL
1821,", Rue de la Pierre Trouée","Étaples","Centre de vaccination - Commune Etaples, Salle de la Pyramide ","62630",NULL
1822,"42, Avenue de la Libération","Rezé","Centre de vaccination - REZE - MSP Loire et Sèvre","44400","+330771708250"
1823,", Salle Municipale des Plantiers -Quartier des Plantiers","Salernes","Centre de vaccination de SALERNES","83690",NULL
1824,"332, Avenue de la Liberation","Plan-d'Aups-Sainte-Baume","Centre de vaccination de PLAN d'AUPS - Maison de Pays","83640",NULL
1825,", combe de la salé","Cressensac-Sarrazac","Cressesac","46600",NULL
1826,", avenue de labouyrie","Soustons","Centre de vaccination de Soustons","40140",NULL
1827,"50, Rue Marcel Martin","Auvers-sur-Oise","Centre de vaccination Pean Auvers-sur-Oise","95430","0130367201"
1828,", Boulevard Saint-Symphorien","Longeville-lès-Metz","Centre de vaccination de Metz - Palais des sports","57050","+33387345345"
1829,", Route de Bouzonville","Boulay-Moselle","Centre de vaccination de Boulay","57220","+33387345345"
1830,", Rue Pierre Loeb","Courcelles-Chaussy","Centre de vaccination de Courcelles-Chaussy","57530","+33387345345"
1831,"3, Rue Paul Hermann","Saint-Louis","Centre de vaccination COVID 19 : site des Makes","97421","0262 72 47 20"
1832,"117, Rue de Louvroil","Hautmont","Centre de vaccination - CPTS HAUTMONT","59330",NULL
1833,", Rue Sèvre et Maine","Vertou","Centre de vaccination - VERTOU - Salle Sèvre et Maine","44120","+33806000344"
1834,"5, Boulevard de la Légion d’Honneur","Saint-Nazaire","Centre de vaccination - SAINT NAZAIRE - Base sous-marins","44600","+33806000344"
1835,"1,  rue de la mairie","Machecoul-Saint-Même","Centre de vaccination - MACHECOUL -mairie annexe  de St Même Le Tenu","44270","+33806000344"
1836,", Place François Ledoux","Savenay","Centre de vaccination - SAVENAY - Couvent des Cordeliers","44260","+33806000344"
1837,"17, Rue des Ecoles","Vineuil","Centre de vaccination Blois-Vineuil","41350","0 800 009 110"
1839,"1, Boulevard du Maréchal Leclerc","Loudun","Centre Espace Culturel René Monory","86200","0549988512"
1840,"4, Boulevard Saint - André","Beauvais","Centre de vaccination -Communauté d'Agglomération du Beauvaisis, Centre commercial Jeu de Paume","60000","+33375570025"
1841,"176, Avenue Louis Aragon","Liancourt","Centre de vaccination - communauté de commune du Liancourtois, Salle Guy Lejeune","60140",NULL
1842,"25, Avenue Louis Bréguet","Vélizy-Villacoublay","Centre de vaccination de Vélizy-Villacoublay","78140","01 34 58 23 45"
1843,"2, Avenue Nelson Mandela","Saint-Avertin","Centre de vaccination - Gymnase Onze Arpents de Saint-Avertin","37550","0 800 009 110"
1844,", Allée René Coulon","Saint-Cyr-sur-Loire","Centre de vaccination - Saint-Cyr-sur-Loire","37540","0 800 009 110"
1845,"15, Rue de l'hôtel de ville","L'Isle-d'Abeau","Salle associative – Centre de vaccination","38080","+33474182060"
1846,"8, Rue de la Mairie","Vitry-en-Artois","Centre de vaccination - Ville de Vitry-en-Artois, salle polyvalente","62490",NULL
1847,"Hotel du Département ,","Strasbourg","Vaccinodrome  Sapeurs Pompiers  STIS 67","67000","+33970818161"
1848,"9, Boulevard Heloise","Argenteuil","Centre de vaccination municipal d'Argenteuil","95100","0134234353"
1849,"Foyer des Sportifs, Chaussée Jules César","Franconville","Centre de vaccination Franconville","95130","0800009110"
1850,"74 bis, Route Nationale","Douzy","Centre de vaccination de Douzy - MSP","8140",NULL
1851,"4, Quai d'Arenc","Marseille","Centre Vaccination Arenc","13002","04 13 31 38 00"
1852,", rue de la République","Châteauneuf-en-Thymerais","Salle des fêtes - Chateauneuf en Thymerais centre éphémère","28170",NULL
1853,", Rue de L'Isle","Saint-Rémy-sur-Avre","Société Delpharm","28380",NULL
1854,"34, Chemin de l’Aerodrome","Saint-Pierre","Centre de vaccination aéroport de Pierrefonds","97410","0262 72 04 04 "
1855,"8, Rue de la Prefecture","Lons-le-Saunier","Vaccinobus Jura","39000","+33384868600"
1856,"25, Chemin du Stade","Vaugneray","Centre de vaccination de Vaugneray - Tennis couvert du centre sportif ","69670","+33423101010"
1857,"5, Rue de Pederobba","Hettange-Grande","Centre de vaccination d'Hettange-Grande - Hall omnisport","57330","+33387345345"
1858,", Rue Georges Clemenceau","Amnéville","Centre de vaccination d'Amnéville - Dojo","57360","+33387345345"
1859,"0, Rue du 19 Mars 1962","Langeac","Centre de vaccination de Langeac","43300","+33471508655"
1860,"Gymnase Daniel Fery, avenue du 8 mai 1945","Villeneuve-le-Roi","Centre de Vaccination Ambulatoire de VILLENEUVE LE ROI","94290",NULL
1861,", rue Jean-Lesire","Vaulx-en-Velin","Centre de vaccination de Vaulx-en-Velin - Salle Victor Jara","69120","33423101010"
1862,"7, Rue Saint Martin","Méreau","CV éphémère Méreau-Méry-Foëcy","18120",NULL
1863,"2, Rue de la Poste","Neuvy-sur-Barangeon","MSP relai Neuvy sur Barangeon","18330",NULL
1864,"45, Rue Augustin Guignard","Mehun-sur-Yèvre","MSP relai Mehun sur Yèvre","18500",NULL
1865,"1, Quai de Bures sur Dives","La Guerche-sur-l'Aubois","MSP relai La Guerche","18150",NULL
1866,"2, Rue Désiré Deschamps","Avord","MSP relai Avord","18520",NULL
1867,"3, Rue du Chancelier","Baugy","MSP relai Baugy","18800",NULL
1868,"14 r, Pauline Lapautre","Sancergues","MSP relai Sancergues","18140",NULL
1869,"3, Rue des Charmilles","Levet","Centre de vaccination - MSP relai Levet","18340",NULL
1870,"5, Rue Bazannerie","Châteaumeillant","MSP relai Châteaumeillant","18370",NULL
1872,", Hôtel de ville","Bastia","Centre communal Bastia / ancien Lupino","20200","+33495584105"
1873,"70, Avenue Gaston Doumergue ""La Cazerne""","Pont-Saint-Esprit","Centre de vaccination Pont-Saint-Esprit","30130","0800009110"
1874,", Route du Radôme","Pleumeur-Bodou","PLEUMEUR BODOU - opérations éphémères SDIS (obsolète)","22560","+33257180060"
1875,"1, Avenue du Rhone","Saint-Pierre-de-Bœuf","Pilat Rhodanien","42520","+33427870042"
1876,"Salle Saint Louis, Allée de Sully","Viarmes","Centre intercommunal de vaccination - Viarmes","95270",NULL
1877,"5, Place du Saint-Pere","Cerizay","Centre de vaccination de Cerizay - CPTS du Bressuirais","79140","+33755601381"
1878,"45, Avenue Saint-Hubert","Nueil-les-Aubiers","Centre de vaccination de Nueil-les-Aubiers  - CPTS du Bressuirais","79250","+33675036843"
1879,"37 bis, Route de Dijon","Longvic","LONGVIC - Espace Jean Bouhey","21600",NULL
1880,"26b, rue Renouveau","Conflans-Sainte-Honorine","Centre  de vaccination de Conflans Sainte Honorine","78700","+33611175820"
1881,"31, Ile des Impressionnistes","Chatou","Centre  de vaccination de Chatou","78400","+33134804958"
1882,"66, Chemin du Vallon","Toulouse","CDV31 Equipe mobile ADIMEP","31400",NULL
1883,"49, Chemin de l’Armurié","Colomiers","CDV31 Equipe mobile SDIS31 Vaccibus","31770",NULL
1884,"36, Rue de Paris","Saint-Clément","Centre de vaccination Espace santé Simone Veil","89100","+33890643202"
1885,"5,  avenue de Rodin","Auxerre","Centre de vaccination de l'Auxerrois- Gymnase Bienvenu MARTIN","89000","03 86 48 65 88"
1886,"1677, Vauclaire","Montpon-Ménestérol","Centre de Vaccination - CH Vauclaire","24700",NULL
1887,", Rue du Père Marie Joseph Coudrin 56370 SARZEAU","Sarzeau","SARZEAU - Médiathèque","56370","+33297019956"
1888,", Rue Jules Ferry","Quiberon","QUIBERON - Maison des associations","56170","+33297019956"
1889,"1, Rue Anna Beillot","Ambazac","Centre vaccination AMBAZAC","87240","+33970511968 "
1890,"2000, Che du Roy","Sainte-Hélène-sur-Isère","Centre de vaccination COVID Ad Hoc de Sainte-Hélène-sur-Isère","73460",NULL
1891,"15, Pl du Chateau de Randens","Beaufort","Centre de vaccination COVID Ad Hoc de BEAUFORT","73270",NULL
1892,", Maison de la Région des Hautes-Alpes - Place Saint Arnoux","Gap","Vaccinobus des Hautes-Alpes","05000",NULL
1893,", Stade Decazes - Chemin du Vallonnet","Roquebrune-Cap-Martin","Centre de vaccination de Roquebrune Cap Martin - Salle Polyvalente De Augustinis ","06190","04 93 00 28 53"
1894,"171, Avenue Charles Pillet","Challes-les-Eaux","Centre de vaccination COVID Ad Hoc de Challes-les-Eaux","73190",NULL
1895,"16, R de la Forgerie","Cognin","Centre de vaccination COVID Ad Hoc de COGNIN","73160",NULL
1896,"6500, Av de la Mairie","Saint-Alban-Leysse","Centre de vaccination COVID Ad Hoc de Saint Alban Leysse","73230",NULL
1897,"2461, Rte des Bauges","Saint-Jean-d'Arvey","Centre de vaccination COVID Ad Hoc de Saint Jean d'Arvey","73230",NULL
1898,"175, Che du Picolet","La Motte-Servolex","Centre de vaccination COVID Ad Hoc de La Motte Servolex","73290",NULL
1899,", Place du Maréchal Leclerc","Oisemont","Centre de vaccination - Ville de OISEMON, salle des associations","80140",NULL
1900,"1373, Rte du Plan d’Eau","Lescheraines","Centre de vaccination COVID Ad Hoc de Lescheraines","73340",NULL
1901,"3, Square de la Mutualité","Paris","CV - Centre de Santé du Square de la Mutualité","75005","39 75"
1902,"895, Rte d’Albertville","Faverges-Seythenex","Centre de vaccination de Faverges-Seythenex","74210",NULL
1903,"1er étage, Enceinte de l'aéroport Aimé Césaire","Le Lamentin","AEROVAC - Aéroport Martinique","97232","0596425560"
1904,"2726, Route de Longsard","Arnas","Centre de vaccination d'Arnas - Espace sportif de l'Escale ","69400","33423101010"
1905,"110, Avenue Barthélémy Buyer","Lyon","Equipe mobile du CDHS","69009",NULL
1906,", Plateau de la Plaine","Meyrargues","Centre de vaccination Durance Sud Meyrargues","13650",NULL
1907,", Rue de la Halle - salle des fêtes","Carentan-les-Marais","Centre de vaccination de Carentan-Les-Marais - Salle des fêtes","50500","+33233427426 "
1908,"4, Avenue Henri Barbusse","Vitry-sur-Seine","Centre de Vaccination Ambulatoire de Vitry sur Seine","94400","+33188150040"
1909,"6, Avenue du Stade de France, porte E","Saint-Denis","Très grand centre du Stade de France","93210","01 43 93 78 77"
1910,", Rue Alexandre Gressier","Avion","Centre de vaccination - Commune D'AVION, Salle des sports Roger Blézel","62210",NULL
1911,"60, Avenue du Marsan","Villeneuve-de-Marsan","Centre de vaccination éphémère de Villeneuve de Marsan","40190",NULL
1912,"131, Rue d’Armagnac","Gabarret","Equipe mobile de vaccination - opération Gabarret","40310",NULL
1913,"58, Route de la Bechigne","Châtel","Centre de vaccination de Châtel","74390","+33450732398"
1915,"10, Av Lucien Boschetti","Annecy","Centre de vaccination COVID 19 CPAM Haute-Savoie","74000",NULL
1916,"22, Avenue Victor Hugo","Mainvilliers","Centre de vaccination éphémère de Mainvilliers","28300",NULL
